GroupID,Date,Category,Total Expense,Group Size,Member Expense Share
5,2022-07,Healthcare,1143.35,10,114.33
5,2022-07,Savings,4147.42,10,414.74
5,2022-07,Taxes,2810.16,10,281.02
5,2022-08,Food,5928.62,10,592.86
5,2022-08,Housing,14472.97,10,1447.3
5,2022-08,Utilities,2052.63,10,205.26
5,2022-08,Transportation,1605.06,10,160.51
5,2022-08,Entertainment,1169.95,10,117
5,2022-08,Recurring Payments,2778.17,10,277.82
5,2022-08,Miscellaneous,721.81,10,72.18
5,2022-08,Healthcare,1199.4,10,119.94
5,2022-08,Savings,4272.27,10,427.23
5,2022-08,Taxes,2679.19,10,267.92
5,2022-09,Food,4837.43,10,483.74
5,2022-09,Housing,14472.97,10,1447.3
5,2022-09,Utilities,1663.19,10,166.32
5,2022-09,Transportation,1380.93,10,138.09
5,2022-09,Entertainment,925.42,10,92.54
5,2022-09,Recurring Payments,2778.17,10,277.82
5,2022-09,Miscellaneous,862.12,10,86.21
5,2022-09,Healthcare,1211.39,10,121.14
5,2022-09,Savings,3837.04,10,383.7
5,2022-09,Taxes,3034.07,10,303.41
5,2022-10,Food,4923.44,10,492.34
5,2022-10,Housing,14472.97,10,1447.3
5,2022-10,Utilities,2088.06,10,208.81
5,2022-10,Transportation,1360.8,10,136.08
5,2022-10,Entertainment,902.78,10,90.28
5,2022-10,Recurring Payments,2778.17,10,277.82
5,2022-10,Miscellaneous,754.26,10,75.43
5,2022-10,Healthcare,1117.4,10,111.74
5,2022-10,Savings,3245.71,10,324.57
5,2022-10,Taxes,3370.1,10,337.01
5,2022-11,Food,5688.77,10,568.88
5,2022-11,Housing,14472.97,10,1447.3
5,2022-11,Utilities,1799.04,10,179.9
5,2022-11,Transportation,1628.15,10,162.81
5,2022-11,Entertainment,945.22,10,94.52
5,2022-11,Recurring Payments,2778.17,10,277.82
5,2022-11,Miscellaneous,716.85,10,71.69
5,2022-11,Healthcare,1326.03,10,132.6
5,2022-11,Savings,3642.16,10,364.22
5,2022-11,Taxes,2916.1,10,291.61
5,2022-12,Food,5543.31,10,554.33
5,2022-12,Housing,14472.97,10,1447.3
5,2022-12,Utilities,2732.3,10,273.23
5,2022-12,Transportation,1445.08,10,144.51
5,2022-12,Entertainment,1105.95,10,110.59
5,2022-12,Recurring Payments,2778.17,10,277.82
5,2022-12,Miscellaneous,799.34,10,79.93
5,2022-12,Healthcare,1156.53,10,115.65
5,2022-12,Savings,3940.42,10,394.04
5,2022-12,Taxes,3059.57,10,305.96
5,2023-01,Food,6140.08,10,614.01
5,2023-01,Housing,14472.97,10,1447.3
5,2023-01,Utilities,2532.72,10,253.27
5,2023-01,Transportation,1816.33,10,181.63
5,2023-01,Entertainment,986.7,10,98.67
5,2023-01,Recurring Payments,2778.17,10,277.82
5,2023-01,Miscellaneous,827.54,10,82.75
5,2023-01,Healthcare,1427.55,10,142.75
5,2023-01,Savings,3945.45,10,394.54
5,2023-01,Taxes,3432.16,10,343.22
5,2023-02,Food,6436.83,10,643.68
5,2023-02,Housing,14472.97,10,1447.3
5,2023-02,Utilities,2139.64,10,213.96
5,2023-02,Transportation,1538.67,10,153.87
5,2023-02,Entertainment,1161.53,10,116.15
5,2023-02,Recurring Payments,2778.17,10,277.82
5,2023-02,Miscellaneous,710.11,10,71.01
5,2023-02,Healthcare,926.52,10,92.65
5,2023-02,Savings,4217.34,10,421.73
5,2023-02,Taxes,2605.21,10,260.52
5,2023-03,Food,4563.92,10,456.39
5,2023-03,Housing,14472.97,10,1447.3
5,2023-03,Utilities,2488.46,10,248.85
5,2023-03,Transportation,1466.3,10,146.63
5,2023-03,Entertainment,1043.52,10,104.35
5,2023-03,Recurring Payments,2778.17,10,277.82
5,2023-03,Miscellaneous,762.8,10,76.28
5,2023-03,Healthcare,1462.18,10,146.22
5,2023-03,Savings,3783.4,10,378.34
5,2023-03,Taxes,2815.35,10,281.53
5,2023-04,Food,4889.67,10,488.97
5,2023-04,Housing,14472.97,10,1447.3
5,2023-04,Utilities,2207.62,10,220.76
5,2023-04,Transportation,1416.88,10,141.69
5,2023-04,Entertainment,804.53,10,80.45
5,2023-04,Recurring Payments,2778.17,10,277.82
5,2023-04,Miscellaneous,763.64,10,76.36
5,2023-04,Healthcare,1238.01,10,123.8
5,2023-04,Savings,4277.13,10,427.71
5,2023-04,Taxes,3196.64,10,319.66
5,2023-05,Food,4553.03,10,455.3
5,2023-05,Housing,14472.97,10,1447.3
5,2023-05,Utilities,2001.76,10,200.18
5,2023-05,Transportation,1662.01,10,166.2
5,2023-05,Entertainment,999.13,10,99.91
5,2023-05,Recurring Payments,2778.17,10,277.82
5,2023-05,Miscellaneous,806.82,10,80.68
5,2023-05,Healthcare,1405.56,10,140.56
5,2023-05,Savings,3600.44,10,360.04
5,2023-05,Taxes,3360.62,10,336.06
5,2023-06,Food,6089.69,10,608.97
5,2023-06,Housing,14472.97,10,1447.3
5,2023-06,Utilities,1722.8,10,172.28
5,2023-06,Transportation,1755.67,10,175.57
5,2023-06,Entertainment,1058.48,10,105.85
5,2023-06,Recurring Payments,2778.17,10,277.82
5,2023-06,Miscellaneous,852.61,10,85.26
5,2023-06,Healthcare,1080.16,10,108.02
5,2023-06,Savings,4017.08,10,401.71
5,2023-06,Taxes,3084.93,10,308.49
5,2023-07,Food,5403.96,10,540.4
5,2023-07,Housing,14472.97,10,1447.3
5,2023-07,Utilities,2326.5,10,232.65
5,2023-07,Transportation,1670.76,10,167.08
5,2023-07,Entertainment,1244.77,10,124.48
5,2023-07,Recurring Payments,2778.17,10,277.82
5,2023-07,Miscellaneous,723.21,10,72.32
5,2023-07,Healthcare,1314.02,10,131.4
5,2023-07,Savings,4282.01,10,428.2
5,2023-07,Taxes,3146.85,10,314.69
5,2023-08,Food,5089.54,10,508.95
5,2023-08,Housing,14472.97,10,1447.3
5,2023-08,Utilities,2290.46,10,229.05
5,2023-08,Transportation,1717.89,10,171.79
5,2023-08,Entertainment,988.57,10,98.86
5,2023-08,Recurring Payments,2778.17,10,277.82
5,2023-08,Miscellaneous,627.59,10,62.76
5,2023-08,Healthcare,1491.81,10,149.18
5,2023-08,Savings,3921.59,10,392.16
5,2023-08,Taxes,3181.86,10,318.19
5,2023-09,Food,5543.55,10,554.36
5,2023-09,Housing,14472.97,10,1447.3
5,2023-09,Utilities,1896.91,10,189.69
5,2023-09,Transportation,1355.46,10,135.55
5,2023-09,Entertainment,1071.68,10,107.17
5,2023-09,Recurring Payments,2778.17,10,277.82
5,2023-09,Miscellaneous,701.15,10,70.11
5,2023-09,Healthcare,953.42,10,95.34
5,2023-09,Savings,4061.81,10,406.18
5,2023-09,Taxes,2842,10,284.2
5,2023-10,Food,5409.39,10,540.94
5,2023-10,Housing,14472.97,10,1447.3
5,2023-10,Utilities,1856.25,10,185.62
5,2023-10,Transportation,1640.26,10,164.03
5,2023-10,Entertainment,1017.58,10,101.76
5,2023-10,Recurring Payments,2778.17,10,277.82
5,2023-10,Miscellaneous,729.53,10,72.95
5,2023-10,Healthcare,1169.96,10,117
5,2023-10,Savings,3629.82,10,362.98
5,2023-10,Taxes,2732.33,10,273.23
5,2023-11,Food,4946.86,10,494.69
5,2023-11,Housing,14472.97,10,1447.3
5,2023-11,Utilities,1927.3,10,192.73
5,2023-11,Transportation,1763.6,10,176.36
5,2023-11,Entertainment,884.31,10,88.43
5,2023-11,Recurring Payments,2778.17,10,277.82
5,2023-11,Miscellaneous,770.46,10,77.05
5,2023-11,Healthcare,1258.31,10,125.83
5,2023-11,Savings,3631.86,10,363.19
5,2023-11,Taxes,2591.14,10,259.11
5,2023-12,Food,6416.87,10,641.69
5,2023-12,Housing,14472.97,10,1447.3
5,2023-12,Utilities,2408.45,10,240.84
5,2023-12,Transportation,1486.27,10,148.63
5,2023-12,Entertainment,1053.16,10,105.32
5,2023-12,Recurring Payments,2778.17,10,277.82
5,2023-12,Miscellaneous,707.19,10,70.72
5,2023-12,Healthcare,1100.26,10,110.03
5,2023-12,Savings,4293.6,10,429.36
5,2023-12,Taxes,3423.51,10,342.35
5,2024-01,Food,5973.15,10,597.31
5,2024-01,Housing,14472.97,10,1447.3
5,2024-01,Utilities,2614.5,10,261.45
5,2024-01,Transportation,1663,10,166.3
5,2024-01,Entertainment,1220.16,10,122.02
5,2024-01,Recurring Payments,2778.17,10,277.82
5,2024-01,Miscellaneous,850.62,10,85.06
5,2024-01,Healthcare,1181.69,10,118.17
5,2024-01,Savings,3856.84,10,385.68
5,2024-01,Taxes,3272.73,10,327.27
5,2024-02,Food,5744.4,10,574.44
5,2024-02,Housing,14472.97,10,1447.3
5,2024-02,Utilities,2493.66,10,249.37
5,2024-02,Transportation,2157.41,10,215.74
5,2024-02,Entertainment,1346.68,10,134.67
5,2024-02,Recurring Payments,2778.17,10,277.82
5,2024-02,Miscellaneous,566.61,10,56.66
5,2024-02,Healthcare,1109.31,10,110.93
5,2024-02,Savings,3437.37,10,343.74
5,2024-02,Taxes,2988.1,10,298.81
5,2024-03,Food,5178.54,10,517.85
5,2024-03,Housing,14472.97,10,1447.3
5,2024-03,Utilities,2145.94,10,214.59
5,2024-03,Transportation,1464.3,10,146.43
5,2024-03,Entertainment,1010.34,10,101.03
5,2024-03,Recurring Payments,2778.17,10,277.82
5,2024-03,Miscellaneous,744.18,10,74.42
5,2024-03,Healthcare,1183.88,10,118.39
5,2024-03,Savings,4269.37,10,426.94
5,2024-03,Taxes,3101.28,10,310.13
5,2024-04,Food,4833.88,10,483.39
5,2024-04,Housing,14472.97,10,1447.3
5,2024-04,Utilities,1338.27,10,133.83
5,2024-04,Transportation,1376.74,10,137.67
5,2024-04,Entertainment,890.64,10,89.06
5,2024-04,Recurring Payments,2778.17,10,277.82
5,2024-04,Miscellaneous,810.38,10,81.04
5,2024-04,Healthcare,1166.87,10,116.69
5,2024-04,Savings,3959.49,10,395.95
5,2024-04,Taxes,2970.97,10,297.1
5,2024-05,Food,4628.41,10,462.84
5,2024-05,Housing,14472.97,10,1447.3
5,2024-05,Utilities,1758.36,10,175.84
5,2024-05,Transportation,1381.42,10,138.14
5,2024-05,Entertainment,1078.82,10,107.88
5,2024-05,Recurring Payments,2778.17,10,277.82
5,2024-05,Miscellaneous,719.59,10,71.96
5,2024-05,Healthcare,1258.77,10,125.88
5,2024-05,Savings,4347,10,434.7
5,2024-05,Taxes,2611.74,10,261.17
5,2024-06,Food,5138.89,10,513.89
5,2024-06,Housing,14472.97,10,1447.3
5,2024-06,Utilities,2611.02,10,261.1
5,2024-06,Transportation,1821.15,10,182.12
5,2024-06,Entertainment,1202.7,10,120.27
5,2024-06,Recurring Payments,2778.17,10,277.82
5,2024-06,Miscellaneous,776.37,10,77.64
5,2024-06,Healthcare,1151.47,10,115.15
5,2024-06,Savings,3751.85,10,375.19
5,2024-06,Taxes,3252.79,10,325.28
5,2024-07,Food,6002.67,10,600.27
5,2024-07,Housing,14472.97,10,1447.3
5,2024-07,Utilities,2047.34,10,204.73
5,2024-07,Transportation,1511.07,10,151.11
5,2024-07,Entertainment,985.71,10,98.57
5,2024-07,Recurring Payments,2778.17,10,277.82
5,2024-07,Miscellaneous,657.61,10,65.76
5,2024-07,Healthcare,1093.57,10,109.36
5,2024-07,Savings,4228.57,10,422.86
5,2024-07,Taxes,2562.57,10,256.26
5,2024-08,Food,5656.6,10,565.66
5,2024-08,Housing,14472.97,10,1447.3
5,2024-08,Utilities,2062.53,10,206.25
5,2024-08,Transportation,1667.84,10,166.78
5,2024-08,Entertainment,1196.01,10,119.6
5,2024-08,Recurring Payments,2778.17,10,277.82
5,2024-08,Miscellaneous,639.72,10,63.97
5,2024-08,Healthcare,1181.2,10,118.12
5,2024-08,Savings,3319.44,10,331.94
5,2024-08,Taxes,3257.09,10,325.71
5,2024-09,Food,4178.02,10,417.8
5,2024-09,Housing,14472.97,10,1447.3
5,2024-09,Utilities,2113.97,10,211.4
5,2024-09,Transportation,1608.45,10,160.84
5,2024-09,Entertainment,1093.96,10,109.4
5,2024-09,Recurring Payments,2778.17,10,277.82
5,2024-09,Miscellaneous,812.36,10,81.24
5,2024-09,Healthcare,1081.06,10,108.11
5,2024-09,Savings,3885.94,10,388.59
5,2024-09,Taxes,3191.14,10,319.11
5,2024-10,Food,5415.98,10,541.6
5,2024-10,Housing,14472.97,10,1447.3
5,2024-10,Utilities,1747.23,10,174.72
5,2024-10,Transportation,1208.23,10,120.82
5,2024-10,Entertainment,1009.97,10,101
5,2024-10,Recurring Payments,2778.17,10,277.82
5,2024-10,Miscellaneous,598.14,10,59.81
5,2024-10,Healthcare,1129.05,10,112.91
5,2024-10,Savings,4309.86,10,430.99
5,2024-10,Taxes,2603.64,10,260.36
6,2022-01,Food,4865.73,8,608.22
6,2022-01,Housing,12823.37,8,1602.92
6,2022-01,Utilities,1819.14,8,227.39
6,2022-01,Transportation,1602.98,8,200.37
6,2022-01,Entertainment,971.84,8,121.48
6,2022-01,Recurring Payments,1978.47,8,247.31
6,2022-01,Miscellaneous,559.57,8,69.95
6,2022-01,Healthcare,932.32,8,116.54
6,2022-01,Savings,3922.27,8,490.28
6,2022-01,Taxes,2474.65,8,309.33
6,2022-02,Food,4731.16,8,591.39
6,2022-02,Housing,12823.37,8,1602.92
6,2022-02,Utilities,2087.9,8,260.99
6,2022-02,Transportation,1330.45,8,166.31
6,2022-02,Entertainment,841.13,8,105.14
6,2022-02,Recurring Payments,1978.47,8,247.31
6,2022-02,Miscellaneous,710.87,8,88.86
6,2022-02,Healthcare,916.63,8,114.58
6,2022-02,Savings,3996.18,8,499.52
6,2022-02,Taxes,2599.61,8,324.95
6,2022-03,Food,3881.8,8,485.23
6,2022-03,Housing,12823.37,8,1602.92
6,2022-03,Utilities,1438.52,8,179.81
6,2022-03,Transportation,1476.98,8,184.62
6,2022-03,Entertainment,588.56,8,73.57
6,2022-03,Recurring Payments,1978.47,8,247.31
6,2022-03,Miscellaneous,621.68,8,77.71
6,2022-03,Healthcare,1009.11,8,126.14
6,2022-03,Savings,3037.2,8,379.65
6,2022-03,Taxes,2733.84,8,341.73
6,2022-04,Food,4170.61,8,521.33
6,2022-04,Housing,12823.37,8,1602.92
6,2022-04,Utilities,1613.87,8,201.73
6,2022-04,Transportation,1189.3,8,148.66
6,2022-04,Entertainment,758.97,8,94.87
6,2022-04,Recurring Payments,1978.47,8,247.31
6,2022-04,Miscellaneous,698.93,8,87.37
6,2022-04,Healthcare,1010.69,8,126.34
6,2022-04,Savings,3464.05,8,433.01
6,2022-04,Taxes,2177.82,8,272.23
6,2022-05,Food,3699.48,8,462.44
6,2022-05,Housing,12823.37,8,1602.92
6,2022-05,Utilities,1518.99,8,189.87
6,2022-05,Transportation,1034.49,8,129.31
6,2022-05,Entertainment,768.25,8,96.03
6,2022-05,Recurring Payments,1978.47,8,247.31
6,2022-05,Miscellaneous,660.76,8,82.59
6,2022-05,Healthcare,968.27,8,121.03
6,2022-05,Savings,3239.62,8,404.95
6,2022-05,Taxes,2353.5,8,294.19
6,2022-06,Food,5182.98,8,647.87
6,2022-06,Housing,12823.37,8,1602.92
6,2022-06,Utilities,1643.77,8,205.47
6,2022-06,Transportation,1409.79,8,176.22
6,2022-06,Entertainment,912.95,8,114.12
6,2022-06,Recurring Payments,1978.47,8,247.31
6,2022-06,Miscellaneous,612.13,8,76.52
6,2022-06,Healthcare,1062.2,8,132.78
6,2022-06,Savings,2836.66,8,354.58
6,2022-06,Taxes,2247,8,280.88
6,2022-07,Food,4652.15,8,581.52
6,2022-07,Housing,12823.37,8,1602.92
6,2022-07,Utilities,1496.6,8,187.07
6,2022-07,Transportation,1444.9,8,180.61
6,2022-07,Entertainment,674.28,8,84.28
6,2022-07,Recurring Payments,1978.47,8,247.31
6,2022-07,Miscellaneous,599.48,8,74.94
6,2022-07,Healthcare,975.63,8,121.95
6,2022-07,Savings,3494.98,8,436.87
6,2022-07,Taxes,2334.19,8,291.77
6,2022-08,Food,3998.02,8,499.75
6,2022-08,Housing,12823.37,8,1602.92
6,2022-08,Utilities,1651.37,8,206.42
6,2022-08,Transportation,1403.42,8,175.43
6,2022-08,Entertainment,930.53,8,116.32
6,2022-08,Recurring Payments,1978.47,8,247.31
6,2022-08,Miscellaneous,554.4,8,69.3
6,2022-08,Healthcare,857.03,8,107.13
6,2022-08,Savings,3808.27,8,476.03
6,2022-08,Taxes,2520.62,8,315.08
6,2022-09,Food,3957.43,8,494.68
6,2022-09,Housing,12823.37,8,1602.92
6,2022-09,Utilities,1538.57,8,192.32
6,2022-09,Transportation,1056.16,8,132.02
6,2022-09,Entertainment,877.92,8,109.74
6,2022-09,Recurring Payments,1978.47,8,247.31
6,2022-09,Miscellaneous,625.95,8,78.24
6,2022-09,Healthcare,943.99,8,118
6,2022-09,Savings,3370.67,8,421.33
6,2022-09,Taxes,2158.77,8,269.85
6,2022-10,Food,4338.19,8,542.27
6,2022-10,Housing,12823.37,8,1602.92
6,2022-10,Utilities,1536.75,8,192.09
6,2022-10,Transportation,1013.67,8,126.71
6,2022-10,Entertainment,774.33,8,96.79
6,2022-10,Recurring Payments,1978.47,8,247.31
6,2022-10,Miscellaneous,558.99,8,69.87
6,2022-10,Healthcare,896.01,8,112
6,2022-10,Savings,3044.11,8,380.51
6,2022-10,Taxes,2631.42,8,328.93
6,2022-11,Food,4422.95,8,552.87
6,2022-11,Housing,12823.37,8,1602.92
6,2022-11,Utilities,1458.58,8,182.32
6,2022-11,Transportation,1184.37,8,148.05
6,2022-11,Entertainment,815.29,8,101.91
6,2022-11,Recurring Payments,1978.47,8,247.31
6,2022-11,Miscellaneous,595.01,8,74.38
6,2022-11,Healthcare,828.68,8,103.58
6,2022-11,Savings,2844.02,8,355.5
6,2022-11,Taxes,1961.24,8,245.16
6,2022-12,Food,4252.72,8,531.59
6,2022-12,Housing,12823.37,8,1602.92
6,2022-12,Utilities,1834.55,8,229.32
6,2022-12,Transportation,1429.11,8,178.64
6,2022-12,Entertainment,972.31,8,121.54
6,2022-12,Recurring Payments,1978.47,8,247.31
6,2022-12,Miscellaneous,643.13,8,80.39
6,2022-12,Healthcare,1033.59,8,129.2
6,2022-12,Savings,3244.75,8,405.59
6,2022-12,Taxes,2288.23,8,286.03
6,2023-01,Food,4559.18,8,569.9
6,2023-01,Housing,12823.37,8,1602.92
6,2023-01,Utilities,1635.14,8,204.39
6,2023-01,Transportation,1441.81,8,180.23
6,2023-01,Entertainment,786.65,8,98.33
6,2023-01,Recurring Payments,1978.47,8,247.31
6,2023-01,Miscellaneous,619.11,8,77.39
6,2023-01,Healthcare,962.04,8,120.25
6,2023-01,Savings,3261.88,8,407.74
6,2023-01,Taxes,3083.22,8,385.4
6,2023-02,Food,4781.38,8,597.67
6,2023-02,Housing,12823.37,8,1602.92
6,2023-02,Utilities,2046.64,8,255.83
6,2023-02,Transportation,1584.85,8,198.11
6,2023-02,Entertainment,982.59,8,122.82
6,2023-02,Recurring Payments,1978.47,8,247.31
6,2023-02,Miscellaneous,558.94,8,69.87
6,2023-02,Healthcare,905.35,8,113.17
6,2023-02,Savings,3373.16,8,421.64
6,2023-02,Taxes,2532.45,8,316.56
6,2023-03,Food,3834.53,8,479.32
6,2023-03,Housing,12823.37,8,1602.92
6,2023-03,Utilities,1263.16,8,157.9
6,2023-03,Transportation,1224.34,8,153.04
6,2023-03,Entertainment,776.13,8,97.02
6,2023-03,Recurring Payments,1978.47,8,247.31
6,2023-03,Miscellaneous,600.59,8,75.07
6,2023-03,Healthcare,882.36,8,110.3
6,2023-03,Savings,3011.35,8,376.42
6,2023-03,Taxes,2264.45,8,283.06
6,2023-04,Food,3552.21,8,444.03
6,2023-04,Housing,12823.37,8,1602.92
6,2023-04,Utilities,1493.23,8,186.65
6,2023-04,Transportation,1317.45,8,164.68
6,2023-04,Entertainment,805.31,8,100.66
6,2023-04,Recurring Payments,1978.47,8,247.31
6,2023-04,Miscellaneous,520.88,8,65.11
6,2023-04,Healthcare,959.89,8,119.99
6,2023-04,Savings,3101.63,8,387.7
6,2023-04,Taxes,2637.86,8,329.73
6,2023-05,Food,4821.43,8,602.68
6,2023-05,Housing,12823.37,8,1602.92
6,2023-05,Utilities,1440.64,8,180.08
6,2023-05,Transportation,1235.08,8,154.38
6,2023-05,Entertainment,751.6,8,93.95
6,2023-05,Recurring Payments,1978.47,8,247.31
6,2023-05,Miscellaneous,625.64,8,78.2
6,2023-05,Healthcare,882.48,8,110.31
6,2023-05,Savings,3500.86,8,437.61
6,2023-05,Taxes,2543.29,8,317.91
6,2023-06,Food,4727.17,8,590.9
6,2023-06,Housing,12823.37,8,1602.92
6,2023-06,Utilities,1768.85,8,221.11
6,2023-06,Transportation,1158.28,8,144.78
6,2023-06,Entertainment,801.62,8,100.2
6,2023-06,Recurring Payments,1978.47,8,247.31
6,2023-06,Miscellaneous,717.43,8,89.68
6,2023-06,Healthcare,1079.1,8,134.89
6,2023-06,Savings,3289.19,8,411.15
6,2023-06,Taxes,2609.7,8,326.21
6,2023-07,Food,5160.5,8,645.06
6,2023-07,Housing,12823.37,8,1602.92
6,2023-07,Utilities,1746.76,8,218.34
6,2023-07,Transportation,1653.3,8,206.66
6,2023-07,Entertainment,850.54,8,106.32
6,2023-07,Recurring Payments,1978.47,8,247.31
6,2023-07,Miscellaneous,624.95,8,78.12
6,2023-07,Healthcare,957.09,8,119.64
6,2023-07,Savings,3511.3,8,438.91
6,2023-07,Taxes,2403.5,8,300.44
6,2023-08,Food,4929.58,8,616.2
6,2023-08,Housing,12823.37,8,1602.92
6,2023-08,Utilities,1754.9,8,219.36
6,2023-08,Transportation,1250.97,8,156.37
6,2023-08,Entertainment,862.11,8,107.76
6,2023-08,Recurring Payments,1978.47,8,247.31
6,2023-08,Miscellaneous,574.23,8,71.78
6,2023-08,Healthcare,807.42,8,100.93
6,2023-08,Savings,3376.32,8,422.04
6,2023-08,Taxes,2345.34,8,293.17
6,2023-09,Food,3292.25,8,411.53
6,2023-09,Housing,12823.37,8,1602.92
6,2023-09,Utilities,1639.26,8,204.91
6,2023-09,Transportation,1218.6,8,152.32
6,2023-09,Entertainment,766.79,8,95.85
6,2023-09,Recurring Payments,1978.47,8,247.31
6,2023-09,Miscellaneous,401.74,8,50.22
6,2023-09,Healthcare,896.09,8,112.01
6,2023-09,Savings,3427.28,8,428.41
6,2023-09,Taxes,2139,8,267.38
6,2023-10,Food,4795.57,8,599.45
6,2023-10,Housing,12823.37,8,1602.92
6,2023-10,Utilities,1612.24,8,201.53
6,2023-10,Transportation,1359.2,8,169.9
6,2023-10,Entertainment,798.42,8,99.8
6,2023-10,Recurring Payments,1978.47,8,247.31
6,2023-10,Miscellaneous,629.05,8,78.63
6,2023-10,Healthcare,1067.83,8,133.48
6,2023-10,Savings,3103.69,8,387.96
6,2023-10,Taxes,2292.51,8,286.56
6,2023-11,Food,4149.52,8,518.69
6,2023-11,Housing,12823.37,8,1602.92
6,2023-11,Utilities,1737.78,8,217.22
6,2023-11,Transportation,1094.45,8,136.81
6,2023-11,Entertainment,903.06,8,112.88
6,2023-11,Recurring Payments,1978.47,8,247.31
6,2023-11,Miscellaneous,646.77,8,80.85
6,2023-11,Healthcare,923.98,8,115.5
6,2023-11,Savings,3441.77,8,430.22
6,2023-11,Taxes,2297.75,8,287.22
6,2023-12,Food,4251.14,8,531.39
6,2023-12,Housing,12823.37,8,1602.92
6,2023-12,Utilities,1915.5,8,239.44
6,2023-12,Transportation,1327.62,8,165.95
6,2023-12,Entertainment,826.32,8,103.29
6,2023-12,Recurring Payments,1978.47,8,247.31
6,2023-12,Miscellaneous,529.77,8,66.22
6,2023-12,Healthcare,892.49,8,111.56
6,2023-12,Savings,3190.97,8,398.87
6,2023-12,Taxes,1803.63,8,225.45
6,2024-01,Food,5085.62,8,635.7
6,2024-01,Housing,12823.37,8,1602.92
6,2024-01,Utilities,2128.07,8,266.01
6,2024-01,Transportation,1457.45,8,182.18
6,2024-01,Entertainment,975.94,8,121.99
6,2024-01,Recurring Payments,1978.47,8,247.31
6,2024-01,Miscellaneous,510.98,8,63.87
6,2024-01,Healthcare,827.54,8,103.44
6,2024-01,Savings,3225.89,8,403.24
6,2024-01,Taxes,2409.03,8,301.13
6,2024-02,Food,4798.95,8,599.87
6,2024-02,Housing,12823.37,8,1602.92
6,2024-02,Utilities,1610.04,8,201.25
6,2024-02,Transportation,1494.29,8,186.79
6,2024-02,Entertainment,957.29,8,119.66
6,2024-02,Recurring Payments,1978.47,8,247.31
6,2024-02,Miscellaneous,631.19,8,78.9
6,2024-02,Healthcare,915.25,8,114.41
6,2024-02,Savings,3076.99,8,384.62
6,2024-02,Taxes,2523.38,8,315.42
6,2024-03,Food,3813.11,8,476.64
6,2024-03,Housing,12823.37,8,1602.92
6,2024-03,Utilities,1334.09,8,166.76
6,2024-03,Transportation,1163.25,8,145.41
6,2024-03,Entertainment,846.6,8,105.83
6,2024-03,Recurring Payments,1978.47,8,247.31
6,2024-03,Miscellaneous,544.32,8,68.04
6,2024-03,Healthcare,821.06,8,102.63
6,2024-03,Savings,3219.71,8,402.46
6,2024-03,Taxes,2312.14,8,289.02
6,2024-04,Food,4415.35,8,551.92
6,2024-04,Housing,12823.37,8,1602.92
6,2024-04,Utilities,1637.28,8,204.66
6,2024-04,Transportation,1186.6,8,148.32
6,2024-04,Entertainment,760.1,8,95.01
6,2024-04,Recurring Payments,1978.47,8,247.31
6,2024-04,Miscellaneous,612.01,8,76.5
6,2024-04,Healthcare,975.55,8,121.94
6,2024-04,Savings,2966.4,8,370.8
6,2024-04,Taxes,2127.08,8,265.88
6,2024-05,Food,3376.12,8,422.01
6,2024-05,Housing,12823.37,8,1602.92
6,2024-05,Utilities,1566.37,8,195.8
6,2024-05,Transportation,1030.8,8,128.85
6,2024-05,Entertainment,894.17,8,111.77
6,2024-05,Recurring Payments,1978.47,8,247.31
6,2024-05,Miscellaneous,647.06,8,80.88
6,2024-05,Healthcare,1129.65,8,141.21
6,2024-05,Savings,2970.91,8,371.36
6,2024-05,Taxes,1901.05,8,237.63
6,2024-06,Food,5332.43,8,666.55
6,2024-06,Housing,12823.37,8,1602.92
6,2024-06,Utilities,1521.09,8,190.14
6,2024-06,Transportation,1304.47,8,163.06
6,2024-06,Entertainment,897.29,8,112.16
6,2024-06,Recurring Payments,1978.47,8,247.31
6,2024-06,Miscellaneous,472.74,8,59.09
6,2024-06,Healthcare,1100.41,8,137.55
6,2024-06,Savings,3050.2,8,381.27
6,2024-06,Taxes,2769.25,8,346.16
6,2024-07,Food,5008.94,8,626.12
6,2024-07,Housing,12823.37,8,1602.92
6,2024-07,Utilities,1892.09,8,236.51
6,2024-07,Transportation,1385.48,8,173.19
6,2024-07,Entertainment,876.01,8,109.5
6,2024-07,Recurring Payments,1978.47,8,247.31
6,2024-07,Miscellaneous,530.55,8,66.32
6,2024-07,Healthcare,1108.91,8,138.61
6,2024-07,Savings,2791.07,8,348.88
6,2024-07,Taxes,2268.6,8,283.57
6,2024-08,Food,4604.06,8,575.51
6,2024-08,Housing,12823.37,8,1602.92
6,2024-08,Utilities,1968.27,8,246.03
6,2024-08,Transportation,1365.47,8,170.68
6,2024-08,Entertainment,928.21,8,116.03
6,2024-08,Recurring Payments,1978.47,8,247.31
6,2024-08,Miscellaneous,574.4,8,71.8
6,2024-08,Healthcare,905.28,8,113.16
6,2024-08,Savings,3520.9,8,440.11
6,2024-08,Taxes,2590.72,8,323.84
6,2024-09,Food,3379.32,8,422.42
6,2024-09,Housing,12823.37,8,1602.92
6,2024-09,Utilities,1639.84,8,204.98
6,2024-09,Transportation,1223.9,8,152.99
6,2024-09,Entertainment,836.52,8,104.56
6,2024-09,Recurring Payments,1978.47,8,247.31
6,2024-09,Miscellaneous,598.63,8,74.83
